"出願番号/登録番号/国際登録番号","商標(検索用)","称呼基準","称呼(参考情報)","区分","出願人/権利者/名義人","出願日/国際登録日(事後指定日)","登録日","ステータス","文献URL"
"登録5900103","ニトリ","","ニトリ","01,02,03,04,05,06,07,08,09,10,11,12,14,16,17,18,19,20,21,22,24,25,26,27,28,31,35,36,37,39,40,41,42,43,44","株式会社ニトリホールディングス","2016/02/19","2016/11/25","存続-登録-継続","https://www.j-platpat.inpit.go.jp/c1801/TR/JP-2016-017899/40/ja"
"登録5900103/01","ニトリ","","ニトリ","23","株式会社ニトリホールディングス","2020/06/22","2021/11/17","存続-登録-継続","https://www.j-platpat.inpit.go.jp/c1801/TR/JP-2020-077037/40/ja"
"登録5900104","ＮＩＴＯＲＩ","","ニトリ","01,02,03,04,05,06,07,08,09,10,11,12,14,16,17,18,19,20,21,22,24,25,26,27,28,31,35,36,37,39,40,41,42,43,44","株式会社ニトリホールディングス","2016/02/19","2016/11/25","存続-登録-継続","https://www.j-platpat.inpit.go.jp/c1801/TR/JP-2016-017900/40/ja"
"登録5900104/01","ＮＩＴＯＲＩ","","ニトリ","23","株式会社ニトリホールディングス","2020/06/22","2021/11/17","存続-登録-継続","https://www.j-platpat.inpit.go.jp/c1801/TR/JP-2020-077038/40/ja"
"登録5900105","ＮＩＴＯＲＩ","","ニトリ","01,02,03,04,06,07,08,09,10,11,12,14,16,17,18,19,22,25,26,28,35,42","株式会社ニトリホールディングス","2016/02/19","2016/11/25","存続-登録-継続","https://www.j-platpat.inpit.go.jp/c1801/TR/JP-2016-017901/40/ja"
"登録5900106","ニトリ","","ニトリ","01,02,03,04,06,07,08,09,11,12,14,16,17,18,19,20,21,22,24,25,26,27,28,35,37,41,42","株式会社ニトリホールディングス","2016/02/19","2016/11/25","存続-登録-継続","https://www.j-platpat.inpit.go.jp/c1801/TR/JP-2016-017902/40/ja"
"登録5903060","Ｄｅｃｏｋａｎ","","デコカン","18","株式会社ニトリホールディングス","2016/05/18","2016/12/09","存続-登録-継続","https://www.j-platpat.inpit.go.jp/c1801/TR/JP-2016-058301/40/ja"
"登録5903061","§Ｄｅｃｏｋａｎ","","デコカン","18","株式会社ニトリホールディングス","2016/05/18","2016/12/09","存続-登録-継続","https://www.j-platpat.inpit.go.jp/c1801/TR/JP-2016-058302/40/ja"
"登録5903062","§ＮＨ∞ＮＩＴＯＲＩ　ＣＯＬＬＥＣＴＩＯＮ＼ＨＯＴＥＬ　ＳＴＹＬＥ","","エヌエイチ,エヌエッチ,ニトリコレクションホテルスタイル,ニトリコレクション,ニトリ,ホテルスタイル,ホテル","20,24,25","株式会社ニトリホールディングス","2016/05/18","2016/12/09","存続-登録-継続","https://www.j-platpat.inpit.go.jp/c1801/TR/JP-2016-058304/40/ja"
"登録5903063","Ｎホテル","","エヌホテル,ホテル","20,24,25","株式会社ニトリホールディングス","2016/05/18","2016/12/09","存続-登録-継続","https://www.j-platpat.inpit.go.jp/c1801/TR/JP-2016-058305/40/ja"
"登録5903064","Ｎホテル","","エヌホテル,ホテル","20,24,25","株式会社ニトリホールディングス","2016/05/18","2016/12/09","存続-登録-継続","https://www.j-platpat.inpit.go.jp/c1801/TR/JP-2016-058306/40/ja"
"登録5903065","Ｎ＼ＭＯＩＳＴ","","エヌモイスト,モイスト","24","株式会社ニトリホールディングス","2016/05/18","2016/12/09","存続-登録-継続","https://www.j-platpat.inpit.go.jp/c1801/TR/JP-2016-058307/40/ja"
"登録5903066","Ｎモイスト","","エヌモイスト,モイスト","24","株式会社ニトリホールディングス","2016/05/18","2016/12/09","存続-登録-継続","https://www.j-platpat.inpit.go.jp/c1801/TR/JP-2016-058308/40/ja"
"登録5908844","ＵＮＩ＼ＱＬＯ","","ユニクロ,ユニ,ユウエヌアイ,クロ,キュウエルオオ","40","株式会社ファーストリテイリング","2016/07/19","2016/12/22","存続-登録-継続","https://www.j-platpat.inpit.go.jp/c1801/TR/JP-2016-077187/40/ja"
"登録5909348","小さめごはん","","チーサメゴハン,チーサメ","29","株式会社良品計画","2016/06/16","2016/12/22","存続-登録-継続","https://www.j-platpat.inpit.go.jp/c1801/TR/JP-2016-065508/40/ja"
"登録5910807","§ＣＯＬＯＢＯ∞カ∞ラ∞ボ","","カラボ,コロボ","06,20","株式会社ニトリホールディングス","2016/06/15","2017/01/06","存続-登録-継続","https://www.j-platpat.inpit.go.jp/c1801/TR/JP-2016-069502/40/ja"
"登録5910808","カラボ","","カラボ","06,20","株式会社ニトリホールディングス","2016/06/15","2017/01/06","存続-登録-継続","https://www.j-platpat.inpit.go.jp/c1801/TR/JP-2016-069503/40/ja"
"登録5910809","ＮＩＴＯＲＩ＼ＱＵＡＬＩＴＹ　ＬＩＮＥ","","ニトリクオリティーライン,ニトリ,クオリティーライン,クオリティー,ライン","06,11,14,16,20,21,24,26","株式会社ニトリホールディングス","2016/06/15","2017/01/06","存続-登録-継続","https://www.j-platpat.inpit.go.jp/c1801/TR/JP-2016-069504/40/ja"
"登録5912167","ＤＡＹ　Ｖａｌｕｅ","","デーバリュー,デー,デイエイワイ,バリュー","03,04,06,07,08,09,10,11,14,16,18,19,20,21,22,24,25,26,27,28,31","株式会社ニトリホールディングス","2016/05/09","2017/01/13","存続-登録-継続","https://www.j-platpat.inpit.go.jp/c1801/TR/JP-2016-050151/40/ja"
"登録5912168","＆Ｓｔｙｌｅ","","アンドスタイル,スタイル","03,04,06,07,08,09,10,11,14,16,18,19,20,21,22,24,25,26,27,28,31","株式会社ニトリホールディングス","2016/05/09","2017/01/13","存続-登録-継続","https://www.j-platpat.inpit.go.jp/c1801/TR/JP-2016-050152/40/ja"
"登録5912199","§ｃｕｂｅｅ","","キュービー,クビー","18","株式会社ニトリホールディングス","2016/06/24","2017/01/13","存続-登録-継続","https://www.j-platpat.inpit.go.jp/c1801/TR/JP-2016-073074/40/ja"
"登録5912200","ｃｕｂｅｅ","","キュービー,クビー","18","株式会社ニトリホールディングス","2016/06/24","2017/01/13","存続-登録-継続","https://www.j-platpat.inpit.go.jp/c1801/TR/JP-2016-073084/40/ja"
"登録5912201","ｃｕｂｅｅ","","キュービー,クビー","18","株式会社ニトリホールディングス","2016/06/24","2017/01/13","存続-登録-継続","https://www.j-platpat.inpit.go.jp/c1801/TR/JP-2016-073085/40/ja"
"登録5914629","ＤＡＹ　Ｖａｌｕｅ","","デイバリュー,デーバリュー,デー,デイエイワイ,バリュー","03,04,06,07,08,09,10,11,14,16,18,19,20,21,22,24,25,26,27,28,31","株式会社ニトリホールディングス","2016/05/31","2017/01/20","存続-登録-継続","https://www.j-platpat.inpit.go.jp/c1801/TR/JP-2016-058476/40/ja"
"登録5922051","ノビコタ","","ノビコタ","11","株式会社ニトリホールディングス","2016/07/22","2017/02/10","存続-登録-継続","https://www.j-platpat.inpit.go.jp/c1801/TR/JP-2016-083490/40/ja"
"登録5922052","§ノビコタ","","ノビコタ","11","株式会社ニトリホールディングス","2016/07/22","2017/02/10","存続-登録-継続","https://www.j-platpat.inpit.go.jp/c1801/TR/JP-2016-083491/40/ja"
"登録5922104","Ｎ＼ＤＲＹ","","エヌドライ,ドライ,デイアアルワイ","24,25,27","株式会社ニトリホールディングス","2016/08/15","2017/02/10","存続-登録-継続","https://www.j-platpat.inpit.go.jp/c1801/TR/JP-2016-093127/40/ja"
"登録5922132","Ｎ　ＧＲＩＰ","","エヌグリップ,グリップ","24","株式会社ニトリホールディングス","2016/08/24","2017/02/10","存続-登録-継続","https://www.j-platpat.inpit.go.jp/c1801/TR/JP-2016-097144/40/ja"
"登録5922133","Ｎフィット","","エヌフィット","24","株式会社ニトリホールディングス","2016/08/24","2017/02/10","存続-登録-継続","https://www.j-platpat.inpit.go.jp/c1801/TR/JP-2016-097145/40/ja"
"登録5922134","Ｎグリップ","","エヌグリップ,グリップ","24","株式会社ニトリホールディングス","2016/08/24","2017/02/10","存続-登録-継続","https://www.j-platpat.inpit.go.jp/c1801/TR/JP-2016-097149/40/ja"
"登録5923924","Ｎナチュレ","","エヌナチュレ,ナチュレ","24","株式会社ニトリホールディングス","2016/08/24","2017/02/17","存続-登録-継続","https://www.j-platpat.inpit.go.jp/c1801/TR/JP-2016-097147/40/ja"
"登録5923925","Ｎ／ＮＡＴＵＲＥ","","エヌナチュレ,エヌネーチャー,エヌナチュール,ナチュレ,ネーチャー,ナチュール","24","株式会社ニトリホールディングス","2016/08/24","2017/02/17","存続-登録-継続","https://www.j-platpat.inpit.go.jp/c1801/TR/JP-2016-097148/40/ja"
"登録5926540","諸国良品","","ショコクリョーヒン","35","株式会社良品計画","2016/09/28","2017/02/24","存続-登録-継続","https://www.j-platpat.inpit.go.jp/c1801/TR/JP-2016-105105/40/ja"
"登録5927979","§ＵＴ∞Ｐｉｃｋｓ","","ユウテイピックス,ピックス","25,35","株式会社ファーストリテイリング","2016/07/25","2017/03/03","存続-登録-継続","https://www.j-platpat.inpit.go.jp/c1801/TR/JP-2016-079452/40/ja"
"登録5929031","ＥＸＣＥＲＩＡ　Ａｍｂａｓｓａｄｏｒ","","エクセリアアンバサダー,エクセリア,アンバサダー","09,35","キオクシア株式会社","2016/09/21","2017/03/03","存続-登録-継続","https://www.j-platpat.inpit.go.jp/c1801/TR/JP-2016-102633/40/ja"
"登録5932395","§Ｎ＼ＣＯＯＬ","","エヌクール,クール,エヌ","20,24,27,28","株式会社ニトリホールディングス","2016/07/22","2017/03/17","存続-登録-継続","https://www.j-platpat.inpit.go.jp/c1801/TR/JP-2016-083492/40/ja"
"登録5932396","§Ｎ＼ＣＯＯＬ　ＳＵＰＥＲ","","エヌクールスーパー,クールスーパー,クール,エヌ,エヌクール","20,24,27,28","株式会社ニトリホールディングス","2016/07/22","2017/03/17","存続-登録-継続","https://www.j-platpat.inpit.go.jp/c1801/TR/JP-2016-083493/40/ja"
"登録5932397","§Ｎ＼ＣＯＯＬ＼Ｗ－ＳＵＰＥＲ","","エヌクールダブリュウスーパー,クールダブリュウスーパー,クールダブリュウ,エヌクール,クール,ダブリュウスーパー,エヌ","20,24,27,28","株式会社ニトリホールディングス","2016/07/22","2017/03/17","存続-登録-継続","https://www.j-platpat.inpit.go.jp/c1801/TR/JP-2016-083494/40/ja"
"登録5932477","§Ｎ＼ＷＡＲＭ","","エヌウオーム,エヌ,ウオーム","20,24,25,27","株式会社ニトリホールディングス","2016/08/15","2017/03/17","存続-登録-継続","https://www.j-platpat.inpit.go.jp/c1801/TR/JP-2016-093128/40/ja"
"登録5932478","§Ｎ＼ＷＡＲＭ＼ＳＵＰＥＲ","","エヌウオームスーパー,エヌ,ウオーム","20,24,25,27","株式会社ニトリホールディングス","2016/08/15","2017/03/17","存続-登録-継続","https://www.j-platpat.inpit.go.jp/c1801/TR/JP-2016-093129/40/ja"
"登録5932479","§Ｎ＼ＷＡＲＭ＼Ｗ－ＳＵＰＥＲ","","エヌウオームダブリュウスーパー,エヌ,ウオーム,ダブリュウスーパー","20,24,25,27","株式会社ニトリホールディングス","2016/08/15","2017/03/17","存続-登録-継続","https://www.j-platpat.inpit.go.jp/c1801/TR/JP-2016-093130/40/ja"
"登録5933037","§ＩＱ","","アイキュウ","09,35,42,45","株式会社ファーストリテイリング","2016/07/29","2017/03/17","存続-登録-継続","https://www.j-platpat.inpit.go.jp/c1801/TR/JP-2016-081182/40/ja"
"登録5933231","Ｎコビキ","","エヌコビキ,コビキ","21","株式会社ニトリホールディングス","2016/09/30","2017/03/17","存続-登録-継続","https://www.j-platpat.inpit.go.jp/c1801/TR/JP-2016-111899/40/ja"
"登録5933233","ＳＵＳ　シリーズ","","エスユウエスシリーズ,サスシリーズ,エスユウエス,サス","21","株式会社ニトリホールディングス","2016/09/30","2017/03/17","存続-登録-継続","https://www.j-platpat.inpit.go.jp/c1801/TR/JP-2016-111901/40/ja"
"登録5933234","プリート","","プリート","21","株式会社ニトリホールディングス","2016/09/30","2017/03/17","存続-登録-継続","https://www.j-platpat.inpit.go.jp/c1801/TR/JP-2016-111903/40/ja"
"登録5933235","ブロウ","","ブロウ,ブロー","21","株式会社ニトリホールディングス","2016/09/30","2017/03/17","存続-登録-継続","https://www.j-platpat.inpit.go.jp/c1801/TR/JP-2016-111904/40/ja"
"登録5933238","クルリ","","クルリ","20","株式会社ニトリホールディングス","2016/09/30","2017/03/17","存続-登録-継続","https://www.j-platpat.inpit.go.jp/c1801/TR/JP-2016-111907/40/ja"
"登録5933239","ライラ","","ライラ","20,21","株式会社ニトリホールディングス","2016/09/30","2017/03/17","存続-登録-継続","https://www.j-platpat.inpit.go.jp/c1801/TR/JP-2016-111908/40/ja"
"登録5933240","ティクス","","ティクス","20,21","株式会社ニトリホールディングス","2016/09/30","2017/03/17","存続-登録-継続","https://www.j-platpat.inpit.go.jp/c1801/TR/JP-2016-111909/40/ja"
"登録5933242","シェリー","","シェリー","16,20","株式会社ニトリホールディングス","2016/09/30","2017/03/17","存続-登録-継続","https://www.j-platpat.inpit.go.jp/c1801/TR/JP-2016-111911/40/ja"
"登録5933243","ＮＯＳＥＴＥ","","ノセテ","21","株式会社ニトリホールディングス","2016/09/30","2017/03/17","存続-登録-継続","https://www.j-platpat.inpit.go.jp/c1801/TR/JP-2016-111912/40/ja"
"登録5936276","ＮＩＴＯＲＩ　ＣＯＬＯＲ","","ニトリカラー,ニトリ","02,03,04,06,07,08,09,10,11,14,16,18,19,20,21,22,24,25,26,27,28,31,41","株式会社ニトリホールディングス","2016/07/04","2017/03/31","存続-登録-継続","https://www.j-platpat.inpit.go.jp/c1801/TR/JP-2016-076204/40/ja"
"登録5938463","ＡＩＲｉｓｍ","","エアリズム,エアーイズム","20,24","株式会社ファーストリテイリング","2016/10/24","2017/04/07","存続-登録-継続","https://www.j-platpat.inpit.go.jp/c1801/TR/JP-2016-118251/40/ja"
"登録5940058","ＨｉＳｐｒｅａｄ","","ハイスプレッド,スプレッド","09","キオクシア株式会社","2016/01/21","2017/04/14","存続-登録-継続","https://www.j-platpat.inpit.go.jp/c1801/TR/JP-2016-006137/40/ja"
"登録5945984","ジュアン","","ジュアン","11","株式会社ニトリホールディングス","2016/09/30","2017/05/12","存続-登録-継続","https://www.j-platpat.inpit.go.jp/c1801/TR/JP-2016-111913/40/ja"
"登録5945985","ラマーレ","","ラマーレ","11","株式会社ニトリホールディングス","2016/09/30","2017/05/12","存続-登録-継続","https://www.j-platpat.inpit.go.jp/c1801/TR/JP-2016-111914/40/ja"
"登録5952977","ＥＡＲＴＨ　ＤＩＮＥＲ","","アースダイナー,アースディナー","43","株式会社良品計画","2016/09/26","2017/06/09","存続-登録-継続","https://www.j-platpat.inpit.go.jp/c1801/TR/JP-2016-103800/40/ja"
"登録5952978","地球食集","","チキューショクシュー","43","株式会社良品計画","2016/09/26","2017/06/09","存続-登録-継続","https://www.j-platpat.inpit.go.jp/c1801/TR/JP-2016-103801/40/ja"
"登録5954222","ＯＮＥ－ＡＬＬ＼ｏｎｅ　ｆｏｒ　ａｌｌ","","ワンオールワンフォーオール,ワンオール,ワンフォーオール","25","株式会社良品計画","2016/12/12","2017/06/09","存続-登録-継続","https://www.j-platpat.inpit.go.jp/c1801/TR/JP-2016-139135/40/ja"
"登録5956373","わんぱく組　Ｓｐｉｒｉｔｓ","","ワンパクグミスピリッツ,ワンパクグミ,スピリッツ","18","株式会社ニトリホールディングス","2017/01/16","2017/06/16","存続-登録-継続","https://www.j-platpat.inpit.go.jp/c1801/TR/JP-2017-003083/40/ja"
"登録5956374","§Ｓｐｉｒｉｔｓ＼ぐみ＼わんぱく組","","スピリッツワンパクグミ,スピリッツ,ワンパクグミ","18","株式会社ニトリホールディングス","2017/01/16","2017/06/16","存続-登録-継続","https://www.j-platpat.inpit.go.jp/c1801/TR/JP-2017-003084/40/ja"
